,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,wifi,private_entrance,closet,cable_tv,dedicated_workspace,smart_lock,smoke_alarm,security_cameras,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
7376,34533458.0,unknown,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.43422,-99.16713,Hotel room,2,1.0,1.0,1.0,True,False,False,True,False,False,True,False,2800.0,1,1125,179,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,1,0.0
7377,34535291.0,within a few hours,1.0,0.79,True,16,True,True,CuauhtÃ©moc,19.40958,-99.17637,Hotel room,3,1.0,1.0,1.0,True,False,False,False,False,False,False,False,2132.0,1,365,316,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,12,0.0
7380,34537451.0,within a few hours,1.0,0.79,True,16,True,True,CuauhtÃ©moc,19.41162,-99.17829,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,True,2132.0,1,365,309,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,12,0.04
7381,34538170.0,within a few hours,1.0,0.79,True,16,True,True,CuauhtÃ©moc,19.41083,-99.1783,Hotel room,4,1.0,1.0,1.0,True,False,False,False,False,False,False,True,2132.0,1,365,320,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,12,0.03
7401,34573457.0,within an hour,1.0,1.0,False,112,True,True,CuauhtÃ©moc,19.44331,-99.14511,Hotel room,1,1.0,1.0,1.0,True,False,False,False,True,False,False,True,257.0,1,1125,356,9,1,5.0,5.0,4.67,5.0,5.0,4.89,4.89,t,23,0.22
7477,35126168.0,within an hour,1.0,1.0,False,112,True,True,CuauhtÃ©moc,19.44368,-99.14494,Hotel room,1,1.5,1.0,1.0,True,False,False,False,True,False,True,True,271.0,1,500,362,3,1,4.0,4.0,4.67,5.0,5.0,5.0,4.0,t,23,0.08
7501,35013170.0,within a few hours,1.0,1.0,False,7,True,True,CuauhtÃ©moc,19.42941,-99.17155,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,True,4170.0,1,1125,302,20,0,5.0,5.0,5.0,5.0,5.0,5.0,4.95,t,6,0.5
7502,35013417.0,within a few hours,1.0,1.0,False,7,True,True,CuauhtÃ©moc,19.42931,-99.17144,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,True,4170.0,1,1125,277,19,0,5.0,5.0,4.95,4.89,4.84,5.0,5.0,t,6,0.47
7504,35013542.0,within a few hours,1.0,1.0,False,7,True,True,CuauhtÃ©moc,19.43157,-99.17092,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,True,4933.0,1,1125,301,40,0,5.0,5.0,4.93,4.98,4.93,4.98,4.98,t,6,0.99
7505,35013767.0,within a few hours,1.0,1.0,False,7,True,True,CuauhtÃ©moc,19.43136,-99.17074,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,False,4170.0,1,1125,272,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,6,0.05
7506,35013861.0,within a few hours,1.0,1.0,False,7,True,True,CuauhtÃ©moc,19.4301,-99.17124,Hotel room,2,1.0,1.0,1.0,True,False,False,False,True,False,True,True,3095.0,1,1125,276,29,0,4.9,5.0,4.9,4.97,4.97,5.0,4.93,t,6,0.72
7596,35353642.0,within an hour,1.0,1.0,False,1,True,True,CuauhtÃ©moc,19.43223,-99.14266,Hotel room,3,1.0,1.0,1.0,True,False,False,False,False,False,True,True,900.0,1,30,56,2,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,t,1,0.05
7645,35605936.0,within a few hours,0.78,0.56,False,10,True,True,CuauhtÃ©moc,19.40751,-99.17531,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,True,1144.0,1,365,347,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,10,0.0
7647,35606585.0,within a few hours,0.78,0.56,False,10,True,True,CuauhtÃ©moc,19.40754,-99.17561,Hotel room,3,1.0,1.0,2.0,True,False,False,False,False,False,False,False,1300.0,1,365,352,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,10,0.0
7665,35617592.0,within an hour,1.0,0.98,False,6,True,True,CuauhtÃ©moc,19.40391,-99.16062,Hotel room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,300.0,1,1125,357,52,11,4.81,4.88,4.73,4.94,4.9,4.9,4.77,t,6,1.31
7688,35677895.0,within a few hours,0.78,0.56,False,10,True,True,CuauhtÃ©moc,19.40899,-99.17353,Hotel room,3,1.0,1.0,2.0,True,False,False,False,False,False,False,False,1300.0,1,365,349,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,0.03
7703,35709914.0,within a few hours,0.78,0.56,False,10,True,True,CuauhtÃ©moc,19.40749,-99.17561,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,995.0,1,365,351,1,0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,t,10,0.03
7712,35715294.0,unknown,0.0,0.0,False,1,True,True,Ãlvaro ObregÃ³n,19.38343,-99.19814,Hotel room,4,1.0,1.0,2.0,True,False,False,False,False,False,True,True,840.0,2,1125,135,1,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,f,1,0.03
7770,35834401.0,within an hour,1.0,1.0,False,5,True,True,Miguel Hidalgo,19.42852,-99.18782,Hotel room,4,1.0,2.0,3.0,True,False,True,True,True,False,True,True,2122.0,1,1125,352,30,19,4.5,4.53,4.57,4.67,4.3,4.97,4.53,t,5,1.86
7818,35941537.0,within an hour,1.0,1.0,True,7,True,True,CuauhtÃ©moc,19.43333,-99.13457,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,True,2582.0,1,370,176,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,7,0.0
7819,35941860.0,within an hour,1.0,1.0,True,7,True,True,CuauhtÃ©moc,19.43333,-99.13457,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,3058.0,1,370,346,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,7,0.37
7828,35967394.0,within an hour,1.0,1.0,True,7,True,True,CuauhtÃ©moc,19.43333,-99.13457,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,True,3063.0,1,370,338,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,7,0.0
7842,36023273.0,within an hour,1.0,1.0,True,7,True,True,CuauhtÃ©moc,19.43333,-99.13457,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,True,2773.0,1,370,354,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,7,0.03
7844,36023768.0,within an hour,1.0,1.0,True,7,True,True,CuauhtÃ©moc,19.43333,-99.13457,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,True,2582.0,1,370,313,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,7,0.24
7880,36314967.0,unknown,0.0,1.0,False,1,True,True,CuauhtÃ©moc,19.41493,-99.16685,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,1745.0,1,10,89,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,1,0.0
8183,37326050.0,within a day,0.88,0.79,False,7,True,True,CoyoacÃ¡n,19.3459,-99.16171,Hotel room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,8001.0,1,101,337,39,4,4.79,4.69,4.38,4.9,4.85,4.95,4.67,t,6,1.07
8368,37721233.0,within an hour,1.0,0.98,False,6,True,True,Benito JuÃ¡rez,19.40293,-99.1606,Hotel room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,300.0,1,1125,361,61,23,4.62,4.67,4.56,4.72,4.79,4.75,4.52,t,6,1.63
8392,37686635.0,within an hour,1.0,1.0,False,6,True,True,Ãlvaro ObregÃ³n,19.34631,-99.25332,Hotel room,3,1.0,1.0,2.0,True,False,False,False,True,False,False,True,849.0,1,365,185,1,0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,t,6,0.03
8399,37687424.0,within an hour,1.0,1.0,False,6,True,True,Ãlvaro ObregÃ³n,19.34628,-99.25333,Hotel room,4,1.0,1.0,2.0,True,False,False,False,True,False,False,True,849.0,1,365,201,3,0,4.33,5.0,5.0,5.0,5.0,5.0,4.0,t,6,0.08
8406,37688057.0,within an hour,1.0,1.0,False,6,True,True,Ãlvaro ObregÃ³n,19.34645,-99.2553,Hotel room,5,1.0,1.0,3.0,True,False,False,False,True,True,False,True,900.0,1,365,185,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,0.06
8413,37689391.0,within an hour,1.0,1.0,False,6,True,True,Ãlvaro ObregÃ³n,19.3474,-99.25319,Hotel room,8,1.0,1.0,4.0,True,False,False,False,True,False,False,True,849.0,1,365,185,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,6,0.06
8415,37691088.0,within an hour,1.0,1.0,True,7,True,True,CoyoacÃ¡n,19.34921,-99.16183,Hotel room,2,1.0,1.0,1.0,True,False,False,True,False,False,True,False,2100.0,1,365,279,15,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,7,0.41
10749,43205383.0,within an hour,1.0,1.0,False,5,True,True,CuauhtÃ©moc,19.43142,-99.15688,Hotel room,0,1.0,2.0,0.0,False,False,False,False,False,False,True,False,0.0,1,365,0,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0.16
10795,43247503.0,unknown,0.0,1.0,False,1,True,True,Miguel Hidalgo,19.42918,-99.19296,Hotel room,0,1.0,2.0,0.0,False,False,False,False,False,False,True,False,0.0,1,365,0,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,f,1,0.0
10797,43247515.0,unknown,0.0,0.0,False,2,True,True,Benito JuÃ¡rez,19.39492,-99.17583,Hotel room,0,1.0,2.0,0.0,False,False,False,False,False,False,True,False,0.0,1,365,0,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,f,1,0.0
10799,43247525.0,unknown,0.0,1.0,False,3,True,True,Ãlvaro ObregÃ³n,19.35086,-99.18667,Hotel room,0,1.0,2.0,0.0,False,False,False,False,False,False,True,False,0.0,1,365,0,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,f,1,0.0
10801,43247567.0,within an hour,1.0,0.0,False,4,False,True,CuauhtÃ©moc,19.43632,-99.1464,Hotel room,0,1.0,2.0,0.0,False,False,False,False,False,False,True,False,0.0,1,365,0,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,f,1,0.0
12884,47845863.0,within an hour,1.0,1.0,False,112,True,True,CuauhtÃ©moc,19.4393,-99.14381,Hotel room,1,1.0,1.0,1.0,False,False,False,False,True,False,False,False,1680.0,1,365,358,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,t,23,0.0
