,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,wifi,private_entrance,closet,cable_tv,dedicated_workspace,smart_lock,smoke_alarm,security_cameras,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
18205,5.91e+17,within an hour,1.0,0.95,True,7,True,True,Miguel Hidalgo,19.446308,-99.203026,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,False,250.0,1,15,342,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,7,0.63
18207,5.91e+17,within an hour,1.0,0.95,True,7,True,True,Miguel Hidalgo,19.446308,-99.203026,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,False,250.0,1,15,342,2,2,4.5,5.0,5.0,5.0,5.0,5.0,5.0,True,7,0.34
18334,5.93e+17,within an hour,1.0,0.84,False,10,True,False,Benito JuÃ¡rez,19.38027,-99.18659,Shared room,1,0.0,1.0,2.0,True,False,False,False,True,False,False,True,204.0,1,365,364,5,5,5.0,4.6,4.6,5.0,4.8,5.0,5.0,False,10,1.2
18405,5.98e+17,within an hour,0.96,0.94,False,6,True,True,Tlalpan,19.28972,-99.16602,Shared room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,True,420.0,1,365,365,8,8,4.63,4.75,4.75,5.0,4.75,5.0,4.75,False,6,1.43
18406,5.98e+17,within an hour,0.96,0.94,False,6,True,True,Tlalpan,19.29193,-99.16549,Shared room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,True,420.0,1,365,365,6,6,4.17,4.17,4.0,4.17,4.33,4.17,4.0,False,6,1.07
18429,5.98e+17,unknown,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.41562,-99.16602,Shared room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,13979.0,30,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
18447,6e+17,within an hour,1.0,0.84,False,10,True,False,Benito JuÃ¡rez,19.37972,-99.18828,Shared room,1,0.0,1.0,1.0,True,False,False,False,True,False,False,True,250.0,2,365,325,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,10,0.0
18529,5.99e+17,a few days or more,0.1,0.3,False,15,True,True,CuauhtÃ©moc,19.43556404,-99.13409424,Shared room,4,1.0,1.0,4.0,True,False,False,False,False,False,False,False,299.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,11,0.0
18531,5.99e+17,a few days or more,0.1,0.3,False,15,True,True,CuauhtÃ©moc,19.43556404,-99.13409424,Shared room,4,1.0,1.0,4.0,True,False,False,False,False,False,False,False,263.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,11,0.0
18672,6.04e+17,within an hour,1.0,0.97,True,23,True,True,CuauhtÃ©moc,19.41619674,-99.1586597,Shared room,1,4.0,1.0,4.0,True,False,False,False,True,False,False,True,400.0,2,1125,234,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,13,0.0
18675,6.04e+17,within an hour,1.0,0.97,True,23,True,True,CuauhtÃ©moc,19.4148,-99.15896,Shared room,1,4.0,1.0,4.0,True,False,False,False,True,False,False,True,473.0,1,1125,356,4,4,4.75,5.0,5.0,5.0,5.0,4.75,5.0,True,13,2.86
18983,6.18e+17,unknown,0.0,0.0,False,5,True,False,CuauhtÃ©moc,19.42613,-99.14969,Shared room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,True,199.0,1,365,363,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,4,0.72
18984,6.18e+17,unknown,0.0,0.0,False,5,True,False,CuauhtÃ©moc,19.427097,-99.150787,Shared room,1,2.0,1.0,1.0,True,False,False,False,True,False,False,True,199.0,1,365,364,16,16,4.63,4.75,4.5,4.63,4.81,4.94,4.81,True,4,4.0
19281,6.28e+17,within a day,1.0,0.75,False,2,True,False,Gustavo A. Madero,19.56018,-99.1412,Shared room,3,1.5,1.0,1.0,True,False,False,False,True,False,False,True,202.0,1,13,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,2,0.0
19346,6.29e+17,a few days or more,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.437611,-99.138817,Shared room,2,1.5,1.0,1.0,True,False,False,False,False,False,False,False,9985.0,1,365,83,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
19442,6.34e+17,within an hour,0.99,1.0,False,20,True,True,CuauhtÃ©moc,19.42934,-99.13528,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,True,True,289.0,1,365,355,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,20,0.0
19522,6.37e+17,within an hour,1.0,0.75,False,1,True,True,CuauhtÃ©moc,19.42127,-99.16763,Shared room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,300.0,1,365,362,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,False,1,0.33
19876,6.46e+17,within an hour,1.0,0.84,False,10,True,False,Benito JuÃ¡rez,19.37923,-99.18746,Shared room,1,0.0,1.0,2.0,True,False,False,False,True,False,True,True,204.0,1,365,333,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,10,0.39
19947,6.51e+17,a few days or more,0.44,0.25,False,9,True,False,Miguel Hidalgo,19.4345075,-99.1877204,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,False,True,3500.0,15,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,4,0.0
20075,6.55e+17,a few days or more,0.1,0.3,False,15,True,True,CuauhtÃ©moc,19.4355637,-99.1340926,Shared room,4,1.0,1.0,4.0,True,False,False,False,False,False,False,False,263.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,11,0.0
20093,6.56e+17,a few days or more,0.1,0.3,False,15,True,True,CuauhtÃ©moc,19.4355637,-99.1340926,Shared room,4,1.0,1.0,4.0,True,False,False,False,False,False,False,False,299.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,11,0.0
20094,6.56e+17,a few days or more,0.1,0.3,False,15,True,True,CuauhtÃ©moc,19.4355637,-99.1340926,Shared room,4,1.0,1.0,4.0,True,False,False,False,False,False,False,False,263.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,11,0.0
20096,6.56e+17,a few days or more,0.1,0.3,False,15,True,True,CuauhtÃ©moc,19.4355637,-99.1340926,Shared room,4,1.0,1.0,4.0,True,False,False,False,False,False,False,False,263.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,11,0.0
20233,6.58e+17,within a few hours,0.92,0.71,False,2,True,True,Benito JuÃ¡rez,19.39802378,-99.15563429,Shared room,1,1.0,1.0,1.0,False,False,False,False,True,False,False,False,250.0,1,365,355,1,1,5.0,4.0,5.0,4.0,4.0,4.0,4.0,False,2,0.61
20240,6.61e+17,within a day,0.5,0.0,False,1,False,False,Gustavo A. Madero,19.5172969,-99.1269486,Shared room,3,3.0,1.0,3.0,True,False,False,False,True,False,False,False,3000.0,1,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
20417,6.64e+17,within an hour,1.0,1.0,False,4,True,True,CuauhtÃ©moc,19.4253394,-99.1612805,Shared room,14,3.5,1.0,12.0,True,False,False,False,True,False,True,True,500.0,1,365,90,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,3,0.0
20422,6.66e+17,within a few hours,0.89,1.0,False,3,False,False,Iztapalapa,19.3402965,-99.0296057,Shared room,2,1.0,1.0,1.0,True,False,False,True,True,False,True,False,356.0,1,350,356,1,1,4.0,5.0,5.0,5.0,5.0,4.0,5.0,False,3,0.56
20464,6.67e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41318337,-99.17713746,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,True,492.0,1,30,348,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,0.55
20548,6.69e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41469751,-99.17571433,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,True,492.0,1,30,350,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,11,0.0
20559,6.69e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41244313,-99.17522737,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,True,492.0,1,30,359,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,0.55
20565,6.69e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41279034,-99.17488173,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,True,500.0,1,30,354,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,0.55
20753,6.74e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41415861,-99.17683087,Shared room,2,1.5,1.0,1.0,True,False,False,False,True,False,False,True,580.0,1,30,357,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,1.64
20770,6.75e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.4141908,-99.17702814,Shared room,2,1.5,1.0,1.0,True,False,False,False,True,False,False,True,589.0,1,30,356,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,1.09
20791,6.75e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41474833,-99.1755464,Shared room,2,1.5,1.0,1.0,True,False,False,False,True,False,False,True,580.0,1,30,357,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,1.64
20796,6.75e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41440017,-99.17677704,Shared room,2,1.5,1.0,1.0,True,False,False,False,True,False,False,True,580.0,1,30,358,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,11,1.09
20798,6.75e+17,within an hour,1.0,1.0,False,11,True,True,CuauhtÃ©moc,19.41438569,-99.17549142,Shared room,2,1.5,1.0,1.0,True,False,False,False,True,False,False,True,580.0,1,30,359,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,True,11,1.09
21122,6.82e+17,within an hour,1.0,1.0,False,3,True,True,CoyoacÃ¡n,19.34527665,-99.12469711,Shared room,4,2.0,1.0,4.0,False,False,False,False,False,False,False,False,716.0,1,365,228,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
21124,6.84e+17,within a few hours,1.0,1.0,False,2,True,True,CuauhtÃ©moc,19.42417264,-99.16056715,Shared room,14,3.5,1.0,15.0,True,False,False,False,True,False,True,True,300.0,1,365,297,1,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,True,1,1.0
21163,6.84e+17,within an hour,1.0,0.98,False,15,True,True,Benito JuÃ¡rez,19.38068047,-99.16756781,Shared room,2,1.0,1.0,1.0,True,False,False,False,True,True,False,False,700.0,1,365,335,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,13,0.0
21222,6.86e+17,within an hour,1.0,1.0,False,6,True,True,Ãlvaro ObregÃ³n,19.36785788,-99.2246911,Shared room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,350.0,1,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,6,0.0
21452,6.92e+17,within an hour,1.0,1.0,False,4,True,True,CuauhtÃ©moc,19.42605703,-99.1596999,Shared room,4,1.0,1.0,2.0,True,False,False,False,True,False,True,False,500.0,1,180,90,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,3,0.0
21709,7e+17,within a day,1.0,0.25,False,2,True,False,Miguel Hidalgo,19.44426347,-99.18066082,Shared room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,800.0,1,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
21713,7e+17,within an hour,1.0,0.99,False,27,True,True,CuauhtÃ©moc,19.40548586,-99.17547445,Shared room,4,2.5,1.0,1.0,True,False,False,False,False,False,False,True,172.0,1,365,364,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,20,1.0
21715,7e+17,within an hour,1.0,0.99,False,27,True,True,Miguel Hidalgo,19.40410445,-99.17381517,Shared room,4,2.5,1.0,1.0,True,False,False,False,True,False,False,True,172.0,1,365,364,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,20,2.0
21718,7e+17,within an hour,1.0,0.99,False,27,True,True,Miguel Hidalgo,19.40427218,-99.17411026,Shared room,4,2.5,1.0,1.0,True,False,False,False,True,False,False,True,172.0,1,365,362,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,20,2.0
21759,7e+17,within an hour,1.0,0.99,False,27,True,True,Miguel Hidalgo,19.40401301,-99.17575911,Shared room,3,2.5,1.0,1.0,True,False,False,False,True,False,False,True,202.0,1,365,358,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,20,0.0
22013,7.07e+17,a few days or more,0.0,0.0,False,4,True,False,CuauhtÃ©moc,19.4306364,-99.1386755,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,True,True,320.0,1,365,114,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,4,0.0
22018,7.07e+17,a few days or more,0.0,0.0,False,4,True,False,CuauhtÃ©moc,19.4306364,-99.1386755,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,True,True,320.0,1,365,114,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,4,0.0
22050,7.09e+17,within an hour,1.0,0.78,False,9,True,True,CuauhtÃ©moc,19.40623632,-99.16571934,Shared room,4,1.0,1.0,3.0,True,False,False,False,True,False,False,False,331.0,1,365,364,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,9,0.0
22180,7.13e+17,within an hour,1.0,0.99,False,27,True,True,CuauhtÃ©moc,19.41165096,-99.18029182,Shared room,2,2.5,1.0,1.0,True,False,False,False,True,False,True,True,169.0,1,365,365,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,20,1.0
22185,7.13e+17,within an hour,1.0,0.99,False,27,True,True,CuauhtÃ©moc,19.40643985,-99.17503859,Shared room,2,2.5,1.0,1.0,True,False,False,False,True,False,False,True,169.0,1,365,361,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,20,0.0
22222,7.14e+17,a few days or more,0.0,0.0,False,4,True,False,CuauhtÃ©moc,19.4306364,-99.1386755,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,True,True,320.0,1,365,114,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,4,0.0
22288,7.15e+17,a few days or more,0.0,0.0,False,4,True,False,CuauhtÃ©moc,19.4306364,-99.1386755,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,True,True,320.0,1,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,4,0.0
22323,7.16e+17,within a few hours,1.0,0.95,True,2,True,True,Iztacalco,19.40054032,-99.1160871,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,False,False,416.0,5,120,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,2,0.0
22456,52324954.0,within an hour,1.0,1.0,True,7,True,True,Azcapotzalco,19.52817,-99.1936,Shared room,1,1.5,1.0,1.0,True,False,False,False,True,False,False,False,329.0,1,365,170,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,7,0.08
22483,30492862.0,a few days or more,0.33,0.0,False,1,True,False,Gustavo A. Madero,19.52559,-99.19063,Shared room,2,1.0,1.0,2.0,True,False,False,False,False,False,False,False,350.0,3,30,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
22545,35031668.0,within a day,0.5,0.0,False,2,True,False,Miguel Hidalgo,19.42935,-99.24976,Shared room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,212.0,1,1125,365,1,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,True,2,0.03
22548,38550500.0,within a day,0.5,0.0,False,2,True,False,Miguel Hidalgo,19.4298,-99.24067,Shared room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,212.0,1,1125,365,2,0,3.0,2.5,2.0,4.0,3.5,3.5,2.5,True,2,0.06
22571,46948276.0,a few days or more,0.0,0.0,False,1,True,True,Gustavo A. Madero,19.50459,-99.04702,Shared room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,210.0,30,180,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
22632,1707386.0,unknown,0.0,0.0,False,1,True,False,Cuajimalpa de Morelos,19.41303,-99.26479,Shared room,2,1.0,1.0,2.0,True,False,False,False,False,False,False,False,1060.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
22634,28579212.0,within a few hours,1.0,0.78,False,5,True,True,Azcapotzalco,19.52735,-99.22138,Shared room,2,1.0,1.0,2.0,False,False,False,False,False,False,True,False,432.0,2,30,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,5,0.0
22648,38091490.0,unknown,0.0,0.0,False,1,True,False,Azcapotzalco,19.49825,-99.2307,Shared room,3,1.0,1.0,2.0,True,False,False,False,False,False,False,False,1200.0,1,2,90,1,0,0.0,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.03
22675,52622906.0,within an hour,1.0,1.0,True,7,True,True,Azcapotzalco,19.52679,-99.19454,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,False,False,329.0,1,1125,355,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,7,0.09
22679,48125596.0,a few days or more,0.0,0.0,False,1,True,False,Gustavo A. Madero,19.52025,-99.17275,Shared room,1,1.0,1.0,1.0,False,False,False,False,False,False,False,False,1300.0,1,10,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
22681,52622855.0,within an hour,1.0,1.0,True,7,True,True,Gustavo A. Madero,19.52878,-99.19404,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,False,False,329.0,1,365,355,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,7,0.0
22683,52622993.0,within an hour,1.0,1.0,True,7,True,True,Azcapotzalco,19.52844,-99.19425,Shared room,1,1.0,1.0,1.0,True,False,False,False,True,False,False,False,324.0,1,365,355,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,7,0.11
22804,28343695.0,a few days or more,0.0,1.0,False,1,True,True,Gustavo A. Madero,19.5332,-99.1694,Shared room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,223.0,1,30,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
22872,10758017.0,within an hour,1.0,1.0,False,1,True,True,Iztacalco,19.41322,-99.0552,Shared room,16,6.0,1.0,39.0,True,False,False,False,False,False,False,False,250.0,1,365,365,11,4,4.36,4.45,4.82,4.3,4.64,4.1,4.4,True,1,0.18
22943,6.97e+17,unknown,0.0,0.0,False,1,True,True,Gustavo A. Madero,19.46570256,-99.05111805,Shared room,2,1.0,1.0,1.0,True,False,False,False,True,False,True,False,450.0,1,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
