,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,wifi,private_entrance,closet,cable_tv,dedicated_workspace,smart_lock,smoke_alarm,security_cameras,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
12348,38320085.0,within a few hours,1.0,0.99,False,6.0,True,True,Barra da Tijuca,-23.00915,-43.35334,Hotel room,4,1.0,1.0,1.0,"[""Heating"", ""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Cooking basics"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""BBQ grill"", ""TV"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Beachfront"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Private patio or balcony"", ""Dishes and silverware"", ""Long term stays allowed"", ""Stove"", ""Shared pool""]",True,False,False,False,True,False,False,False,498,2,30,156,22,11,5.0,5.0,4.77,4.91,4.95,4.95,4.91,True,6,0.6
12379,37741422.0,within an hour,1.0,1.0,False,3.0,True,True,JacarepaguÃ¡,-22.97289,-43.39197,Hotel room,2,1.0,8.0,12.0,"[""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Gym"", ""Essentials"", ""Pool"", ""Breakfast"", ""Shampoo"", ""Security cameras on property"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Elevator"", ""TV"", ""Free parking on premises""]",True,False,False,False,False,False,True,True,495,1,1125,353,2,2,4.5,3.5,5.0,4.5,5.0,5.0,4.5,True,3,0.36
12545,38850451.0,within an hour,0.94,0.99,False,8.0,True,True,Centro,-22.91375,-43.17973,Hotel room,2,1.0,1.0,1.0,"[""Dryer"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Oven"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Refrigerator"", ""Shower gel"", ""Crib"", ""Air conditioning"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Backyard""]",True,False,False,False,False,False,True,False,335,1,1125,233,221,66,4.71,4.86,4.75,4.77,4.66,4.81,4.58,True,8,6.72
12556,38865363.0,within an hour,0.94,0.99,False,8.0,True,True,Centro,-22.91508,-43.17807,Hotel room,2,1.0,1.0,1.0,"[""Dryer"", ""Essentials"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Oven"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Refrigerator"", ""Shower gel"", ""Crib"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Backyard""]",True,False,False,False,False,False,True,False,589,1,1125,234,29,5,4.72,4.79,4.66,4.66,4.59,4.76,4.48,True,8,1.42
12557,38866404.0,within an hour,0.94,0.99,False,8.0,True,True,Centro,-22.91332,-43.1794,Hotel room,2,1.0,1.0,1.0,"[""Dryer"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Oven"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Refrigerator"", ""Shower gel"", ""Crib"", ""Air conditioning"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Backyard""]",True,False,False,False,False,False,True,False,603,1,1125,230,4,2,4.75,5.0,5.0,4.25,4.25,5.0,4.5,True,8,0.24
12561,38867334.0,within an hour,0.94,0.99,False,8.0,True,True,Centro,-22.91546,-43.17804,Hotel room,2,1.0,1.0,1.0,"[""Dryer"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Oven"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Refrigerator"", ""Shower gel"", ""Crib"", ""Air conditioning"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Backyard""]",True,False,False,False,False,False,True,False,671,1,1125,223,28,16,4.5,4.64,4.39,4.71,4.54,4.57,4.39,True,8,1.47
14541,43036115.0,unknown,0.0,0.0,False,2.0,True,True,Copacabana,-22.98298,-43.19063,Hotel room,0,2.0,2.0,0.0,"[""House bikes"", ""Smoke alarm"", ""Self-parking \u2014 R$50/stay"", ""32\"" TV"", ""Toiletries"", ""Concierge"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Laundry services"", ""Hangers"", ""Airport shuttle"", ""Free wifi"", ""Minibar"", ""Room service"", ""Safe"", ""Rooftop pool \u2014 outdoor"", ""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Onsite bar \u2014 Lobby Bar"", ""Fitness center"", ""Long term stays allowed"", ""Bed sheets and pillows"", ""Complimentary breakfast""]",False,False,False,False,False,False,True,False,0,1,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
14650,43148322.0,unknown,0.0,0.0,False,8.0,True,True,Barra da Tijuca,-23.00065,-43.41907,Hotel room,0,2.0,2.0,0.0,"[""Smoke alarm"", ""Self-parking \u2014 R$25/day"", ""Rooftop pool with poolside bar \u2014 outdoor, seasonal"", ""Toiletries"", ""Complimentary breakfast buffet"", ""Concierge"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Onsite bar"", ""Laundry services"", ""Valet parking \u2014 R$25/day"", ""Hangers"", ""Free wifi"", ""Minibar"", ""Room service"", ""Safe"", ""Air conditioning"", ""Fire extinguisher"", ""Hot tub"", ""First aid kit"", ""Fitness center"", ""Long term stays allowed"", ""Bed sheets and pillows""]",False,False,False,False,False,False,True,False,0,1,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
14651,43148433.0,unknown,0.0,0.0,False,9.0,True,True,Copacabana,-22.97081,-43.18915,Hotel room,0,2.0,2.0,0.0,"[""Heating"", ""Self-parking \u2014 R$35/day"", ""Smoke alarm"", ""Toiletries"", ""Complimentary breakfast buffet"", ""Concierge"", ""Hair dryer"", ""Luggage dropoff allowed"", ""40\"" TV"", ""Carbon monoxide alarm"", ""Onsite restaurant \u2014 Fidalgo Restaurant"", ""Laundry services"", ""Hangers"", ""Free wifi"", ""Minibar"", ""Room service"", ""Safe"", ""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Onsite bar \u2014 Lobby Bar"", ""Fitness center"", ""Long term stays allowed"", ""Bed sheets and pillows""]",False,False,False,False,False,False,True,False,0,2,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
14696,43247506.0,unknown,0.0,0.0,False,1.0,True,True,Centro,-22.91155,-43.1838,Hotel room,0,2.0,2.0,0.0,"[""Toiletries"", ""Air conditioning"", ""Fire extinguisher"", ""Hangers"", ""Free wifi"", ""Hair dryer"", ""First aid kit"", ""Carbon monoxide alarm"", ""Minibar"", ""Smoke alarm"", ""Fitness center"", ""Outdoor pool"", ""Onsite restaurant \u2014 Granada Restaurant"", ""Safe"", ""Long term stays allowed"", ""Bed sheets and pillows"", ""TV"", ""Onsite bar""]",False,False,False,False,False,False,True,False,0,1,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
14744,43309227.0,unknown,0.0,0.0,False,4.0,True,True,Copacabana,-22.96159,-43.17491,Hotel room,0,2.0,2.0,0.0,"[""Self-parking \u2014 R$40/stay"", ""Smoke alarm"", ""32\"" TV"", ""Toiletries"", ""Complimentary breakfast buffet"", ""Concierge"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Onsite restaurant \u2014 Restaurante Cafe Le Soleil"", ""Onsite bar"", ""Laundry services"", ""Hangers"", ""Free wifi"", ""Minibar"", ""Room service"", ""Safe"", ""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Fitness center"", ""Outdoor pool"", ""Long term stays allowed"", ""Bed sheets and pillows""]",False,False,False,False,False,False,True,False,0,1,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
15272,45736870.0,within an hour,1.0,0.95,False,10.0,True,True,Copacabana,-22.97905,-43.19103,Hotel room,2,1.0,1.0,1.0,"[""Essentials"", ""Long term stays allowed"", ""Fire extinguisher""]",False,False,False,False,False,False,False,False,424,1,365,335,1,1,5.0,4.0,5.0,5.0,5.0,5.0,3.0,True,2,0.33
15308,45636785.0,within an hour,1.0,0.95,False,10.0,True,True,Copacabana,-22.9801,-43.19002,Hotel room,0,2.0,2.0,0.0,"[""Toiletries"", ""Air conditioning"", ""Fire extinguisher"", ""Hangers"", ""Free wifi"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Smoke alarm"", ""Long term stays allowed"", ""Housekeeping"", ""Bed sheets and pillows"", ""Onsite bar""]",False,False,False,False,False,False,True,False,0,1,28,0,215,82,4.53,4.59,4.56,4.62,4.55,4.92,4.59,False,2,9.92
