,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,wifi,private_entrance,closet,cable_tv,dedicated_workspace,smart_lock,smoke_alarm,security_cameras,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
1,783480.0,within a few hours,1.0,1.0,False,2,True,True,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,4,2.5,2.0,4.0,True,False,False,True,False,False,False,False,500.0,2,365,363,27,0,4.96,4.93,4.93,4.93,4.93,4.7,4.85,True,2,0.26
2,796477.0,unknown,0.0,0.67,True,1,True,True,CuauhtÃ©moc,19.41824,-99.1756,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,599.0,3,120,323,144,3,4.73,4.7,4.7,4.84,4.91,4.96,4.71,False,1,1.52
8,61792.0,unknown,0.0,0.79,False,1,True,True,CuauhtÃ©moc,19.41083,-99.18057,Private room,2,1.0,1.0,1.0,True,False,True,False,True,False,False,True,1198.0,2,1125,175,58,6,4.91,4.88,4.91,4.91,4.95,4.93,4.86,False,1,0.97
16,131610.0,unknown,0.0,0.0,False,3,True,False,CoyoacÃ¡n,19.35416,-99.16488,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,False,1360.0,1,730,88,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,3,0.0
18,832805.0,within a few hours,1.0,0.62,True,6,True,True,CuauhtÃ©moc,19.44262,-99.14566,Private room,2,1.5,1.0,1.0,True,False,False,False,True,False,False,False,440.0,1,1125,297,127,4,4.73,4.72,4.67,4.9,4.92,4.46,4.8,False,6,1.07
19,171109.0,within a day,0.9,0.69,False,2,True,True,Benito JuÃ¡rez,19.39675,-99.17581,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,True,290.0,4,1125,300,84,11,4.8,4.85,4.57,4.98,4.94,4.99,4.77,False,2,0.81
20,844818.0,unknown,0.0,0.0,False,1,True,False,Benito JuÃ¡rez,19.38336,-99.18197,Private room,2,1.0,1.0,0.0,True,False,False,True,False,False,False,False,460.0,2,1125,269,8,0,4.75,5.0,5.0,5.0,5.0,4.88,4.75,False,1,0.07
40,252618.0,within a few hours,1.0,1.0,False,5,True,True,CuauhtÃ©moc,19.41472,-99.15602,Private room,2,1.0,1.0,2.0,False,True,False,False,True,False,False,False,524.0,5,1825,346,18,2,4.06,4.18,4.35,4.56,4.29,4.65,4.18,True,4,0.14
44,1007174.0,unknown,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.43817,-99.15466,Private room,2,1.0,1.0,2.0,True,False,False,False,False,False,False,False,799.0,3,90,364,9,0,4.78,4.78,4.89,4.78,4.78,4.56,4.44,False,1,0.08
48,291804.0,unknown,0.0,0.0,False,1,True,False,Benito JuÃ¡rez,19.36305,-99.15412,Private room,1,1.0,1.0,1.0,False,False,False,False,False,False,False,False,600.0,2,14,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
50,1013504.0,within an hour,1.0,1.0,False,2,True,True,CoyoacÃ¡n,19.34034,-99.18345,Private room,1,1.5,1.0,1.0,True,False,False,True,False,False,False,False,280.0,4,200,315,51,4,4.96,4.92,4.9,4.88,4.94,4.94,4.86,True,2,0.47
53,325812.0,within a day,1.0,0.77,False,1,True,False,CuauhtÃ©moc,19.43319,-99.14665,Private room,1,1.0,1.0,1.0,True,False,True,False,False,False,True,False,499.0,4,10,68,107,0,4.78,4.79,4.85,4.86,4.86,4.93,4.78,False,1,1.02
54,1051636.0,unknown,0.0,0.57,False,2,True,True,CuauhtÃ©moc,19.40592,-99.1691,Private room,1,1.0,1.0,1.0,True,False,True,True,True,False,False,False,779.0,2,1125,336,27,4,4.85,4.59,4.96,4.96,4.74,4.93,4.74,False,1,0.24
55,326296.0,within an hour,1.0,1.0,False,2,True,True,CoyoacÃ¡n,19.34034,-99.18345,Private room,2,1.5,1.0,1.0,True,False,False,True,False,False,False,False,346.0,2,160,319,197,4,4.79,4.81,4.83,4.86,4.92,4.74,4.84,True,2,1.69
56,326475.0,within an hour,1.0,1.0,False,2,True,True,CuauhtÃ©moc,19.41444,-99.15734,Private room,2,1.0,1.0,1.0,True,False,True,True,True,False,False,False,600.0,2,31,6,115,9,4.86,4.86,4.8,4.9,4.93,4.88,4.81,False,2,1.27
57,1066945.0,within an hour,1.0,0.64,False,5,True,True,CoyoacÃ¡n,19.35445,-99.16251,Private room,2,1.0,1.0,1.0,True,True,False,False,False,False,False,False,1177.0,2,365,337,146,3,4.93,4.94,4.97,4.96,4.9,4.97,4.94,False,5,1.35
58,329776.0,within an hour,0.78,0.67,False,5,True,True,Tlalpan,19.2751,-99.17757,Private room,2,1.5,1.0,1.0,True,False,False,True,True,False,False,False,300.0,2,1125,0,16,1,4.81,4.94,4.75,4.93,5.0,4.6,4.8,True,5,0.26
59,1087636.0,within an hour,1.0,0.93,True,2,True,True,CoyoacÃ¡n,19.30523,-99.18356,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,450.0,1,13,338,31,5,4.9,4.94,4.84,4.97,4.97,4.87,4.9,False,1,0.33
60,1107979.0,within an hour,1.0,1.0,False,1,True,False,Iztapalapa,19.32227,-99.09046,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,258.0,1,1125,365,1,0,0.0,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.01
61,331030.0,a few days or more,0.25,0.86,False,3,True,True,CoyoacÃ¡n,19.34549,-99.15872,Private room,2,1.0,1.0,1.0,True,False,True,False,False,False,False,False,1300.0,2,1125,363,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
64,1135302.0,within an hour,1.0,0.74,True,3,True,True,Benito JuÃ¡rez,19.36613,-99.17831,Private room,3,1.0,1.0,1.0,True,False,False,True,False,False,True,False,440.0,2,1125,204,9,1,4.78,5.0,5.0,5.0,4.89,4.89,5.0,False,3,0.11
66,350079.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.40639,-99.16686,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,1098.0,5,180,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
67,1167552.0,within an hour,1.0,1.0,True,1,True,True,CuauhtÃ©moc,19.41317,-99.15735,Private room,2,1.5,1.0,2.0,True,True,False,True,True,False,False,False,502.0,3,28,68,127,18,4.88,4.89,4.63,4.96,4.97,4.94,4.86,False,1,1.12
68,357324.0,unknown,0.0,0.0,False,1,True,False,Miguel Hidalgo,19.40237,-99.24315,Private room,2,2.0,1.0,1.0,True,False,False,True,False,False,False,False,2000.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
69,1170780.0,unknown,0.0,0.0,False,2,True,False,Benito JuÃ¡rez,19.39129,-99.1888,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,False,420.0,3,1125,264,17,0,4.94,5.0,5.0,4.94,5.0,4.56,4.81,False,2,0.16
75,373792.0,within an hour,1.0,1.0,False,1,True,False,CuauhtÃ©moc,19.41277,-99.17546,Private room,1,1.5,1.0,1.0,True,True,True,True,False,False,False,False,899.0,2,365,364,13,1,4.69,4.77,4.92,5.0,5.0,5.0,4.77,True,1,0.1
76,375032.0,within a few hours,0.78,0.56,False,10,True,True,CuauhtÃ©moc,19.4075,-99.17561,Private room,14,6.0,6.0,10.0,True,False,False,False,True,False,False,False,13500.0,1,14,358,51,5,4.69,4.56,4.73,4.78,4.84,4.98,4.47,False,10,0.41
79,382712.0,within a few hours,0.75,0.0,False,1,True,True,Miguel Hidalgo,19.45684,-99.17179,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,700.0,1,7,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
81,386265.0,within an hour,1.0,0.97,False,3,True,True,CoyoacÃ¡n,19.3424,-99.15419,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,297.0,4,1125,352,11,1,4.64,4.64,4.91,4.73,4.64,4.91,4.73,False,2,0.11
82,1309198.0,within a few hours,1.0,0.96,True,6,True,True,CoyoacÃ¡n,19.34356,-99.1286,Private room,2,1.0,1.0,1.0,True,True,False,False,False,False,False,False,350.0,3,1125,55,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,4,0.02
84,1324525.0,a few days or more,0.0,0.0,False,1,True,True,Benito JuÃ¡rez,19.38366,-99.16569,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,500.0,1,1125,363,3,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,False,1,0.03
85,1363110.0,unknown,0.0,0.0,False,2,True,False,Benito JuÃ¡rez,19.39165,-99.18885,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,420.0,3,1125,264,26,0,4.88,4.88,5.0,4.88,4.96,4.54,4.77,False,2,0.24
86,419110.0,unknown,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.41017,-99.17886,Private room,2,1.5,1.0,2.0,True,False,False,False,False,False,False,False,659.0,3,15,88,53,0,4.84,4.96,4.94,4.87,4.89,4.96,4.8,False,1,0.7
87,454077.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.42454,-99.13845,Private room,1,1.0,1.0,1.0,False,False,False,False,False,False,False,False,500.0,1,1125,365,2,0,1.0,1.0,1.0,1.0,3.0,1.0,1.5,False,1,0.02
88,1369572.0,a few days or more,0.0,0.0,False,1,True,True,Benito JuÃ¡rez,19.38148,-99.18216,Private room,2,1.0,1.0,1.0,True,False,True,False,True,False,True,False,600.0,3,1125,351,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
91,1380783.0,within an hour,1.0,0.33,False,1,True,True,Miguel Hidalgo,19.42903,-99.19238,Private room,3,1.0,1.0,2.0,True,False,False,True,False,False,False,False,2496.0,2,30,365,116,0,4.93,4.91,4.98,4.98,4.89,4.99,4.86,False,1,1.09
92,456242.0,within an hour,1.0,1.0,False,2,True,True,La Magdalena Contreras,19.33036,-99.21737,Private room,1,1.5,1.0,1.0,True,False,True,True,True,False,False,False,800.0,3,90,265,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,2,0.02
94,1403168.0,a few days or more,0.0,0.0,False,1,True,False,Miguel Hidalgo,19.40288,-99.17884,Private room,2,2.0,1.0,1.0,True,False,False,True,False,False,False,False,561.0,2,1125,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.03
100,1429120.0,within an hour,1.0,0.74,True,3,True,True,Benito JuÃ¡rez,19.36926,-99.1804,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,True,False,290.0,2,1125,204,28,5,4.81,4.85,4.78,4.89,5.0,4.85,4.63,False,3,0.26
101,491412.0,within an hour,1.0,0.88,False,7,True,True,Miguel Hidalgo,19.38875,-99.24067,Private room,1,1.0,1.0,1.0,True,False,False,True,True,False,False,False,1143.0,7,25,279,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,2,0.0
108,517503.0,within an hour,1.0,1.0,False,2,True,True,Venustiano Carranza,19.43784,-99.07903,Private room,2,1.0,1.0,1.0,True,True,False,False,False,False,False,False,550.0,1,1125,337,198,29,4.68,4.86,4.69,4.94,4.97,4.96,4.64,True,2,3.64
109,1476127.0,within an hour,0.94,1.0,True,3,True,True,Benito JuÃ¡rez,19.38021,-99.16878,Private room,2,1.0,1.0,1.0,True,False,False,True,True,False,True,True,750.0,1,60,349,189,20,4.97,4.98,4.99,4.99,4.97,4.96,4.98,True,2,1.72
110,521867.0,unknown,0.0,0.0,False,1,True,False,Ãlvaro ObregÃ³n,19.38552,-99.22276,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,500.0,2,7,87,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
114,1483664.0,unknown,0.0,0.0,False,2,True,True,Iztapalapa,19.35796,-99.12219,Private room,2,1.0,1.0,1.0,True,True,False,True,False,False,True,True,600.0,30,30,365,3,0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,False,2,0.05
115,544105.0,within an hour,1.0,1.0,True,1,True,True,Miguel Hidalgo,19.4419,-99.20079,Private room,2,1.0,1.0,1.0,False,False,True,False,True,False,False,True,750.0,2,1125,85,37,8,4.89,4.97,4.7,5.0,4.97,5.0,4.84,False,1,0.58
119,567176.0,within a day,0.6,1.0,False,1,True,True,CuauhtÃ©moc,19.45595,-99.15944,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,True,210.0,7,90,357,24,0,4.96,4.88,4.92,4.91,4.96,4.77,4.95,False,1,0.28
122,579534.0,within a few hours,1.0,1.0,False,5,True,True,CuauhtÃ©moc,19.41269,-99.15512,Private room,2,1.0,1.0,1.0,True,True,True,False,False,False,False,False,550.0,5,1825,324,15,7,4.57,4.71,4.43,4.93,4.93,4.86,4.71,True,4,0.14
124,1656382.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.41095,-99.18215,Private room,1,1.0,1.0,1.0,True,False,False,True,False,False,False,False,1278.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
128,1727725.0,within an hour,1.0,0.79,True,8,True,True,Ãlvaro ObregÃ³n,19.34923,-99.19307,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,True,True,2200.0,1,90,365,31,0,4.97,4.93,4.97,5.0,4.97,4.97,4.87,False,7,0.29
129,607833.0,within a few hours,1.0,0.0,False,1,True,False,Gustavo A. Madero,19.48321,-99.11241,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,400.0,3,365,87,6,0,4.83,5.0,4.83,4.83,4.83,4.5,4.67,False,1,0.05
147,1919273.0,within a few hours,1.0,0.43,True,2,True,True,CuauhtÃ©moc,19.42048,-99.16697,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,False,450.0,2,180,304,81,3,4.75,4.89,4.93,4.91,4.91,4.92,4.77,False,2,0.79
148,654040.0,unknown,0.0,0.5,False,2,True,True,Miguel Hidalgo,19.44232,-99.18332,Private room,1,1.0,1.0,1.0,True,True,True,False,True,False,True,True,580.0,3,1124,365,1,0,0.0,4.78,4.75,4.83,4.81,4.84,4.72,False,2,0.01
149,1919310.0,within a few hours,1.0,0.43,True,2,True,True,CuauhtÃ©moc,19.42242,-99.16823,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,350.0,2,1125,252,142,1,4.64,4.75,4.75,4.81,4.76,4.86,4.72,False,2,1.33
151,1920070.0,unknown,0.0,0.0,False,1,True,False,Tlalpan,19.24444,-99.17044,Private room,1,2.0,1.0,2.0,True,False,False,True,False,False,False,False,411.0,1,1125,365,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.05
152,1925256.0,within an hour,1.0,0.79,True,8,True,True,Ãlvaro ObregÃ³n,19.34943,-99.19427,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,True,1800.0,1,90,325,37,1,4.86,4.76,4.86,4.86,4.86,4.92,4.81,False,7,0.36
153,654106.0,unknown,0.0,0.5,False,2,True,True,Miguel Hidalgo,19.44333058,-99.18496997,Private room,1,1.0,1.0,1.0,True,True,True,False,True,False,True,False,560.0,5,180,365,1,0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,False,2,0.01
154,1945351.0,within an hour,1.0,1.0,False,4,True,True,Tlalpan,19.28356,-99.21837,Private room,2,1.0,1.0,1.0,True,False,False,True,True,False,False,False,600.0,3,1125,262,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,3,0.04
157,1954020.0,a few days or more,0.0,0.0,False,1,True,True,CoyoacÃ¡n,19.34768,-99.15493,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,240.0,2,365,339,31,0,4.57,4.77,4.6,4.8,4.6,4.73,4.62,False,1,0.3
164,2030859.0,within an hour,1.0,0.99,True,6,True,True,Miguel Hidalgo,19.40692,-99.18831,Private room,6,2.0,2.0,5.0,True,True,False,True,False,False,False,True,914.0,2,365,178,50,0,4.86,4.88,4.94,4.94,5.0,4.76,4.94,False,6,0.47
167,2051799.0,within an hour,1.0,0.96,True,1,True,True,Benito JuÃ¡rez,19.37159,-99.1586,Private room,1,1.0,1.0,1.0,True,False,False,False,False,False,False,False,350.0,1,365,363,10,10,4.8,5.0,5.0,4.56,5.0,5.0,4.5,False,1,1.79
179,760912.0,unknown,0.0,0.0,False,1,True,True,CuauhtÃ©moc,19.40891,-99.16083,Private room,2,1.5,1.0,1.0,True,False,False,True,False,False,False,False,799.0,1,14,363,5,0,4.75,4.6,4.2,5.0,4.6,4.8,4.6,False,1,0.04
182,2088218.0,unknown,0.0,0.0,False,1,True,True,CoyoacÃ¡n,19.34022,-99.15306,Private room,1,1.5,1.0,1.0,True,False,False,False,False,False,False,False,375.0,2,1125,233,5,0,4.4,5.0,4.6,5.0,4.8,4.4,4.4,False,1,0.05
183,783080.0,within an hour,1.0,1.0,False,2,True,True,La Magdalena Contreras,19.33009,-99.21418,Private room,1,1.5,1.0,1.0,True,False,False,True,True,False,False,False,600.0,1,90,205,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,2,0.02
185,2093036.0,a few days or more,0.0,0.0,False,1,True,True,Miguel Hidalgo,19.44178,-99.20202,Private room,2,1.0,1.0,2.0,True,False,False,False,False,False,False,False,3095.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
194,2127400.0,within a day,1.0,0.43,False,1,True,True,CuauhtÃ©moc,19.4191,-99.15904,Private room,2,1.5,1.0,1.0,True,False,False,False,False,False,True,False,1697.0,2,7,258,157,2,4.97,4.94,4.97,4.98,4.96,4.96,4.95,False,1,1.49
204,3193444.0,within an hour,1.0,0.75,False,1,True,True,Benito JuÃ¡rez,19.39284,-99.16858,Private room,2,1.0,1.0,1.0,True,False,True,False,True,False,False,False,450.0,15,90,295,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
210,2284377.0,within an hour,1.0,1.0,True,1,True,True,Miguel Hidalgo,19.436834,-99.207855,Private room,2,1.5,1.0,1.0,True,True,True,True,True,False,False,False,700.0,15,1125,229,18,3,4.94,4.94,4.89,4.89,4.94,5.0,4.89,False,1,0.17
216,2297850.0,within an hour,1.0,0.9,False,3,True,True,Miguel Hidalgo,19.42887,-99.17651,Private room,2,1.0,1.0,1.0,True,True,False,True,True,False,False,False,714.0,5,1125,277,221,5,4.74,4.73,4.87,4.89,4.92,4.94,4.77,False,3,2.11
217,3386470.0,within a few hours,1.0,0.6,False,4,True,True,Ãlvaro ObregÃ³n,19.34028,-99.20049,Private room,1,1.5,1.0,1.0,True,False,False,False,False,False,False,False,250.0,14,1125,79,4,0,4.5,4.25,4.5,4.5,4.75,4.75,4.75,False,3,0.05
222,2318781.0,within an hour,1.0,0.75,False,3,True,True,CuauhtÃ©moc,19.42843,-99.13772,Private room,2,1.5,1.0,1.0,True,False,False,False,False,False,True,False,660.0,1,1125,350,125,2,4.84,4.9,4.72,4.92,4.94,4.88,4.78,True,2,1.45
225,2345760.0,within an hour,1.0,0.0,False,1,True,True,Miguel Hidalgo,19.39969,-99.17173,Private room,1,2.0,1.0,1.0,True,False,False,False,False,False,False,False,500.0,3,15,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,1,0.0
226,3468307.0,a few days or more,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.417,-99.15975,Private room,1,1.0,1.0,1.0,True,True,False,False,False,False,False,False,559.0,1,1125,363,3,0,4.5,4.0,5.0,5.0,5.0,5.0,5.0,False,1,0.03
227,2350051.0,within a day,1.0,0.0,False,14,True,True,Benito JuÃ¡rez,19.37252,-99.14269,Private room,4,1.0,1.0,2.0,True,False,False,False,False,False,True,False,600.0,2,1125,364,13,0,4.69,4.62,4.69,5.0,4.77,4.46,4.54,False,3,0.13
228,2373420.0,within a few hours,0.75,0.88,False,1,True,True,CoyoacÃ¡n,19.30729,-99.16962,Private room,1,1.0,1.0,1.0,True,True,False,True,True,False,False,False,400.0,3,120,356,14,5,4.79,4.64,4.69,4.54,4.85,4.85,4.79,False,1,0.16
230,3490114.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.40924,-99.16619,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,False,3994.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
231,3506037.0,within a day,0.6,0.33,False,4,True,True,CoyoacÃ¡n,19.29966,-99.15624,Private room,1,2.0,6.0,1.0,True,False,False,False,False,False,True,False,495.0,1,1125,357,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,3,0.0
232,3536304.0,within a day,1.0,0.96,True,3,True,True,Ãlvaro ObregÃ³n,19.35058,-99.19749,Private room,2,1.5,1.0,1.0,True,False,True,False,False,False,False,False,600.0,1,1125,365,11,0,4.82,5.0,4.82,4.91,5.0,5.0,4.82,False,3,0.17
234,2406485.0,within a day,1.0,0.9,True,1,True,True,Miguel Hidalgo,19.40103,-99.17618,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,False,450.0,2,1125,356,47,7,4.76,4.89,4.91,4.8,4.72,4.76,4.83,False,1,0.45
245,3624106.0,within an hour,1.0,0.8,False,4,True,False,Miguel Hidalgo,19.41239,-99.18398,Private room,3,2.0,1.0,1.0,True,False,False,True,False,False,False,False,700.0,1,1125,365,24,2,4.7,4.73,4.17,4.95,4.95,4.95,4.82,False,4,0.26
249,2506525.0,within a day,1.0,0.89,False,1,True,True,CoyoacÃ¡n,19.31669,-99.16917,Private room,1,1.0,1.0,2.0,True,False,False,True,False,False,False,False,208.0,1,1125,280,48,2,4.79,4.89,4.79,4.89,4.89,4.54,4.83,True,1,0.48
250,2516668.0,unknown,0.0,0.0,False,1,True,False,Benito JuÃ¡rez,19.39507,-99.15226,Private room,1,1.0,1.0,1.0,True,False,False,True,False,False,False,False,350.0,30,150,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
251,3645689.0,unknown,0.0,0.0,False,2,True,True,Cuajimalpa de Morelos,19.36898,-99.29595,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,True,False,880.0,3,30,359,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,False,2,0.02
252,3679755.0,unknown,0.0,0.0,False,2,True,True,CuauhtÃ©moc,19.43294,-99.15448,Private room,4,1.5,1.0,1.0,True,False,False,True,False,False,False,False,1298.0,1,1125,326,5,0,4.8,4.6,4.6,5.0,5.0,5.0,4.8,False,1,0.05
253,2519535.0,within an hour,1.0,0.64,False,5,True,True,CoyoacÃ¡n,19.35418,-99.16338,Private room,2,1.0,1.0,1.0,True,True,True,False,False,False,False,False,1036.0,2,365,316,66,3,4.75,4.86,4.91,4.87,4.78,4.94,4.79,True,5,0.64
254,3685560.0,within a few hours,1.0,0.0,False,1,True,True,Miguel Hidalgo,19.44358,-99.21206,Private room,2,1.0,1.0,1.0,True,False,False,True,False,False,False,False,991.0,2,8,179,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
255,2521698.0,within an hour,1.0,1.0,True,3,True,True,CuauhtÃ©moc,19.41356,-99.17586,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,True,False,1398.0,2,30,284,99,18,4.98,5.0,5.0,4.99,5.0,5.0,4.93,True,3,1.08
259,3761074.0,within a few hours,1.0,0.0,False,1,True,True,Tlalpan,19.29005,-99.13694,Private room,1,2.5,1.0,1.0,True,False,False,True,False,False,False,False,287.0,30,365,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
262,2546210.0,within a day,0.5,0.0,False,1,True,True,Benito JuÃ¡rez,19.39561,-99.15013,Private room,1,1.5,1.0,1.0,True,False,False,False,False,False,False,False,250.0,5,1125,347,3,0,4.67,4.33,5.0,4.67,4.67,5.0,4.33,False,1,0.03
266,2608105.0,within a day,0.71,0.09,False,1,True,True,Miguel Hidalgo,19.40953,-99.18697,Private room,5,1.0,3.0,2.0,True,False,False,True,False,False,False,False,660.0,2,30,80,16,0,4.71,4.86,4.71,4.93,4.86,4.79,4.79,False,1,0.19
267,3843070.0,within a few hours,1.0,1.0,False,2,True,True,CoyoacÃ¡n,19.3439,-99.16784,Private room,1,1.0,1.0,1.0,True,True,False,False,True,False,True,False,600.0,3,1125,361,25,1,4.92,4.88,4.71,4.96,4.96,4.91,4.83,False,2,0.26
268,2643099.0,within an hour,1.0,1.0,False,2,True,True,CoyoacÃ¡n,19.33753,-99.15454,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,500.0,2,1125,354,39,2,4.89,4.79,4.79,4.97,4.97,4.74,4.82,False,2,0.39
271,3848018.0,within a day,0.88,0.4,False,2,True,True,CuauhtÃ©moc,19.41397,-99.17491,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,360.0,1,1125,265,16,0,4.88,4.88,4.75,4.69,4.81,4.94,4.94,False,2,0.2
272,2691955.0,within a day,0.57,0.53,False,3,True,True,CuauhtÃ©moc,19.40759,-99.17253,Private room,2,1.0,1.0,1.0,True,False,True,False,False,False,False,False,920.0,14,1125,294,79,2,4.95,4.95,4.97,4.83,4.86,4.99,4.91,False,3,0.77
273,2702917.0,within a day,1.0,0.0,False,1,True,False,Miguel Hidalgo,19.41633,-99.18026,Private room,1,1.0,1.0,2.0,True,False,False,False,False,False,False,False,540.0,5,1125,56,10,0,5.0,4.7,4.8,5.0,5.0,4.6,4.9,False,1,0.1
275,3869921.0,unknown,0.0,0.0,False,1,True,False,Ãlvaro ObregÃ³n,19.39182,-99.19455,Private room,2,1.0,1.0,1.0,True,False,False,False,False,False,False,False,500.0,1,90,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
276,2729425.0,within an hour,1.0,0.97,False,7,True,True,Benito JuÃ¡rez,19.39551,-99.17676,Private room,1,1.5,1.0,1.0,False,False,False,False,True,False,False,True,220.0,15,1125,0,2,1,4.5,5.0,4.5,5.0,5.0,5.0,5.0,False,7,0.03
278,3874727.0,unknown,0.0,1.0,False,3,True,False,CoyoacÃ¡n,19.35557365,-99.16584015,Private room,3,1.0,1.0,1.0,True,False,False,True,True,False,False,True,2470.0,1,365,333,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,True,3,0.0
279,2730883.0,within an hour,1.0,0.97,False,7,True,True,Benito JuÃ¡rez,19.39567,-99.17694,Private room,1,1.5,1.0,1.0,False,False,False,False,True,False,False,True,246.0,28,1125,0,16,2,4.75,4.88,4.94,4.94,5.0,5.0,4.75,False,7,0.22
281,2745912.0,within an hour,1.0,1.0,True,1,True,True,Benito JuÃ¡rez,19.37496,-99.17334,Private room,1,1.0,1.0,1.0,True,True,False,False,True,False,True,False,335.0,2,1125,135,46,12,4.91,4.93,4.91,5.0,4.93,4.98,4.93,False,1,0.65
284,2789086.0,unknown,0.0,0.0,False,1,True,False,CuauhtÃ©moc,19.42793,-99.15546,Private room,1,1.0,1.0,0.0,True,False,False,False,False,False,False,False,650.0,3,7,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
