,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,wifi,private_entrance,closet,cable_tv,dedicated_workspace,smart_lock,smoke_alarm,security_cameras,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
10,6.75e+17,within a few hours,0.67,0.2,False,1.0,True,False,Cidade UniversitÃ¡ria,-22.8703988,-43.2174207,Private room,1,1.0,1.0,1.0,"[""Wifi"", ""Washer"", ""Long term stays allowed"", ""Kitchen""]",True,False,False,False,False,False,False,False,76,1,365,179,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,True,1,0.0
12,33331421.0,within a day,1.0,0.0,False,1.0,True,False,Santa Cruz,-22.87621,-43.76595,Private room,2,1.0,1.0,2.0,"[""Air conditioning"", ""Essentials"", ""Wifi"", ""TV"", ""Free parking on premises""]",True,False,False,False,False,False,False,False,150,1,7,89,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0.03
15,53383999.0,within an hour,1.0,0.98,True,6.0,True,True,Ipanema,-23.00049,-43.18474,Private room,7,2.0,2.0,4.0,"[""Iron"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Elevator"", ""Paid parking lot on premises"", ""Bed linens"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Mini fridge"", ""Body soap"", ""Paid parking off premises"", ""Building staff"", ""Fire extinguisher"", ""Portable fans"", ""Coffee maker"", ""Cleaning products"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",False,False,False,False,False,False,False,False,1000,2,365,30,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,True,6,0.0
19,5.52e+17,unknown,0.0,1.0,False,6.0,True,True,Urca,-22.95022,-43.16793,Private room,2,1.0,1.0,1.0,"[""Babysitter recommendations"", ""Heating"", ""Stainless steel oven"", ""Stainless steel electric stove"", ""Crib - available upon request"", ""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Microwave"", ""Dining table"", ""Free carport on premises \u2013 1 space"", ""Paid washer"", ""Consul refrigerator"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Bed linens"", ""Francis body soap"", ""Private entrance"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Cleaning before checkout"", ""Security cameras on property"", ""Wifi"", ""BBQ grill"", ""Wine glasses"", ""Waterfront"", ""Freezer"", ""Shared hot tub - available all year, open specific hours"", ""Bread maker"", ""Shared fenced garden or backyard"", ""Laundromat nearby"", ""Board games"", ""Beachfront"", ""Outdoor furniture"", ""Paid dryer \u2013 In unit"", ""Drying rack for clothing"", ""Sound system"", ""Hot water kettle"", ""Air conditioning"", ""Breakfast"", ""Barbecue utensils"", ""Baking sheet"", ""Coffee maker"", ""Outdoor dining area"", ""Shared patio or balcony"", ""Hot water"", ""Outdoor shower"", ""Long term stays allowed"", ""Dishes and silverware"", ""Rice maker""]",True,True,False,False,True,False,False,True,401,2,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,True,3,0.0
22,5.52e+17,unknown,0.0,1.0,False,6.0,True,True,Urca,-22.95053,-43.16792,Private room,2,1.0,1.0,2.0,"[""Heating"", ""Air conditioning"", ""Lock on bedroom door"", ""Security cameras on property"", ""Paid washer"", ""Outdoor dining area"", ""Private hot tub"", ""Wifi"", ""Outdoor shower"", ""Crib"", ""BBQ grill"", ""Long term stays allowed""]",True,False,False,False,False,False,False,True,401,2,365,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,True,3,0.0
23,1174007.0,within an hour,0.98,0.88,True,6.0,True,True,Copacabana,-22.97277,-43.17966,Private room,3,1.5,1.0,3.0,"[""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Kitchen"", ""Bed linens"", ""Private entrance"", ""Lock on bedroom door"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Oven"", ""Wifi"", ""BBQ grill"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Beachfront"", ""Outdoor furniture"", ""Breakfast"", ""Coffee maker"", ""Outdoor dining area"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Backyard"", ""Stove""]",True,True,False,False,False,False,False,False,107,2,30,338,189,37,4.8,4.75,4.73,4.68,4.79,4.49,4.73,False,6,1.76
29,8410797.0,within a day,0.75,0.33,False,3.0,True,True,Ipanema,-22.98871,-43.19334,Private room,2,1.0,1.0,1.0,"[""Cable TV"", ""Air conditioning"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Washer"", ""Hot water"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""TV with standard cable""]",True,False,False,True,False,False,False,False,1000,3,1125,362,1,0,0.0,4.8,4.72,4.88,4.87,4.87,4.68,False,3,0.02
32,7.09e+17,within a few hours,1.0,1.0,False,1.0,True,False,Barra de Guaratiba,-23.0639829,-43.5675415,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Lock on bedroom door"", ""First aid kit"", ""Washer"", ""Wifi"", ""Outdoor shower"", ""Kitchen"", ""TV""]",True,False,False,False,False,False,False,False,192,2,10,19,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1.0
36,28053241.0,unknown,0.0,0.0,False,1.0,True,False,Urca,-22.95056,-43.17175,Private room,12,3.0,3.0,3.0,"[""Paid parking off premises"", ""Air conditioning"", ""Fire extinguisher"", ""Hangers"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Essentials"", ""Host greets you"", ""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""TV""]",False,False,False,False,False,False,False,False,1850,2,1125,180,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,True,1,0.0
40,47936440.0,within an hour,1.0,1.0,False,4.0,True,True,Centro,-22.91529,-43.16735,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Long term stays allowed""]",True,False,False,False,False,False,False,False,820,1,365,251,1,1,5.0,5.0,5.0,5.0,2.0,5.0,5.0,True,4,0.24
48,48726.0,within an hour,1.0,1.0,False,4.0,True,True,Copacabana,-22.98528,-43.19264,Private room,1,1.0,1.0,1.0,"[""Heating"", ""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Basico body soap"", ""Washer"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Bed linens"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Oven"", ""Wifi"", ""TV with standard cable"", ""Cable TV"", ""Hangers"", ""Extra pillows and blankets"", ""Building staff"", ""Refrigerator"", ""Ceiling fan"", ""Crib"", ""Air conditioning"", ""Fire extinguisher"", ""Portable fans"", ""First aid kit"", ""Breakfast"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove""]",True,False,True,True,True,False,False,False,100,5,30,0,45,3,4.89,4.93,4.84,4.93,4.96,4.98,4.93,True,3,0.76
54,6991490.0,within a few hours,0.94,0.52,False,5.0,True,True,Ipanema,-23.06527,-43.14665,Private room,2,1.0,1.0,1.0,"[""Fire extinguisher"", ""Air conditioning"", ""Hot tub"", ""First aid kit"", ""Breakfast"", ""Essentials"", ""Pool"", ""Wifi"", ""Long term stays allowed"", ""TV"", ""Free parking on premises""]",True,False,False,False,False,False,False,False,400,1,1125,356,11,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0.15
74,257618.0,within a few hours,1.0,1.0,False,2.0,True,True,Leme,-22.96102,-43.16858,Private room,2,1.0,1.0,1.0,"[""Dryer"", ""Free street parking"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Beach essentials"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""Dishwasher"", ""Bed linens"", ""Paid parking on premises"", ""Private entrance"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Shampoo"", ""Oven"", ""Wifi"", ""TV with standard cable"", ""Cable TV"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove""]",True,True,False,True,False,False,True,False,204,2,30,129,41,2,4.72,4.69,4.77,4.9,4.85,4.92,4.77,False,2,0.31
76,46613950.0,a few days or more,0.0,0.0,False,1.0,True,False,Campo Grande,-22.82802,-43.59974,Private room,4,1.0,1.0,5.0,"[""Bed linens"", ""Dedicated workspace"", ""Private entrance"", ""Cooking basics"", ""Portable fans"", ""Iron"", ""Essentials"", ""Ethernet connection"", ""Free street parking"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Kitchen"", ""Patio or balcony""]",False,True,False,False,True,False,False,False,54,1,365,180,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
77,76300.0,within a few hours,1.0,0.89,False,6.0,True,True,Santa Teresa,-22.92742,-43.19464,Private room,3,5.0,7.0,10.0,"[""Dryer"", ""Dedicated workspace"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Pool"", ""High chair"", ""Kitchen"", ""Bed linens"", ""Cooking basics"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Patio or balcony"", ""First aid kit"", ""Breakfast"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,False,False,False,True,False,False,False,170,1,30,344,217,2,4.78,4.82,4.42,4.81,4.87,4.6,4.76,False,6,1.68
84,22155537.0,within an hour,1.0,1.0,False,1.0,True,False,Santa Cruz,-22.8701,-43.76917,Private room,2,1.0,6.0,10.0,"[""Cable TV"", ""Bed linens"", ""Air conditioning"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Microwave"", ""Luggage dropoff allowed"", ""Breakfast"", ""Hot water"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable""]",True,False,False,True,False,False,False,False,175,1,1125,360,7,0,5.0,4.86,4.71,4.86,4.86,4.71,4.71,True,1,0.15
90,86978.0,a few days or more,0.0,0.0,False,1.0,True,True,JacarepaguÃ¡,-22.97293,-43.38321,Private room,2,2.0,1.0,2.0,"[""Cable TV"", ""Pool"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Elevator"", ""Indoor fireplace"", ""TV with standard cable"", ""Gym"", ""Free parking on premises""]",True,False,False,True,False,False,False,False,773,1,90,365,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
94,272631.0,within a day,1.0,0.96,True,4.0,True,True,Copacabana,-22.9675,-43.18666,Private room,2,1.0,1.0,2.0,"[""Iron"", ""Essentials"", ""Washer"", ""Host greets you"", ""Bed linens"", ""Paid parking on premises"", ""Private entrance"", ""Lock on bedroom door"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""TV with standard cable"", ""Cable TV"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Air conditioning"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed""]",True,True,False,True,False,False,False,False,139,2,60,336,26,4,5.0,5.0,4.92,4.92,5.0,4.96,4.96,True,3,0.26
100,89893.0,unknown,0.0,0.0,False,1.0,True,False,Laranjeiras,-22.94124,-43.19214,Private room,1,2.0,1.0,1.0,"[""Cable TV"", ""Dryer"", ""Breakfast"", ""Pool"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""TV with standard cable""]",True,False,False,True,False,False,False,False,464,1,30,365,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
102,273363.0,within a few hours,1.0,1.0,False,5.0,True,True,Santa Teresa,-22.91825,-43.17872,Private room,1,1.0,1.0,1.0,"[""Free street parking"", ""Iron"", ""Essentials"", ""Microwave"", ""Dining table"", ""Toaster"", ""Kitchen"", ""Bed linens"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Wifi"", ""Wine glasses"", ""Waterfront"", ""Body soap"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Refrigerator"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Hot water kettle"", ""Paid washer \u2013 In unit"", ""Portable fans"", ""Outdoor dining area"", ""Shared patio or balcony"", ""Hot water"", ""Outdoor shower"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Shared pool""]",True,False,False,False,False,False,False,False,55,15,60,256,4,0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,False,5,0.04
106,89981.0,unknown,0.0,0.0,False,1.0,True,True,Ipanema,-22.98088,-43.20042,Private room,2,1.0,1.0,1.0,"[""Sabonete l\u00edquido body soap"", ""Dedicated workspace"", ""Iron"", ""Essentials"", ""Washer"", ""Room-darkening shades"", ""Microwave"", ""Dining table"", ""Toaster"", ""Smoke alarm"", ""Host greets you"", ""Elevator"", ""Bed linens"", ""Lock on bedroom door"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Cleaning before checkout"", ""Clothing storage: wardrobe"", ""Oven"", ""Wifi"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Freezer"", ""TV"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Refrigerator"", ""Ceiling fan"", ""Drying rack for clothing"", ""Hot water kettle"", ""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Breakfast"", ""Coffee maker"", ""Cleaning products"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,False,True,False,True,False,True,False,206,3,30,3,167,0,4.89,4.94,4.99,4.96,4.87,4.93,4.77,True,1,1.28
108,94895.0,within an hour,1.0,1.0,False,3.0,True,True,Copacabana,-22.97256,-43.18948,Private room,2,1.0,1.0,2.0,"[""Cable TV"", ""Fire extinguisher"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Essentials"", ""Washer"", ""First aid kit"", ""Refrigerator"", ""Host greets you"", ""Building staff"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Elevator"", ""TV with standard cable""]",True,False,False,True,True,False,False,False,110,2,30,358,9,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,3,0.11
110,273753.0,within a few hours,1.0,1.0,False,5.0,True,True,Santa Teresa,-22.91709,-43.18068,Private room,1,1.0,1.0,1.0,"[""Free street parking"", ""Iron"", ""Essentials"", ""Microwave"", ""Dining table"", ""Kitchen"", ""Bed linens"", ""Lock on bedroom door"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Wifi"", ""Wine glasses"", ""Waterfront"", ""Body soap"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Refrigerator"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Hot water kettle"", ""Paid washer \u2013 In unit"", ""Portable fans"", ""Outdoor dining area"", ""Shared patio or balcony"", ""Hot water"", ""Outdoor shower"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Shared pool""]",True,False,False,False,False,False,False,False,57,30,90,249,3,1,4.33,5.0,5.0,5.0,4.33,4.67,5.0,False,5,0.03
114,97636.0,within an hour,1.0,0.76,False,10.0,True,True,Botafogo,-22.94169,-43.18703,Private room,2,1.0,1.0,2.0,"[""Dryer"", ""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Washer"", ""Kitchen"", ""Host greets you"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Shampoo"", ""Wifi"", ""BBQ grill"", ""TV with standard cable"", ""Free parking on premises"", ""Cable TV"", ""Shared fenced garden or backyard"", ""Hangers"", ""Fire pit"", ""Outdoor furniture"", ""Air conditioning"", ""First aid kit"", ""Coffee maker"", ""Outdoor dining area"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,False,False,True,True,False,False,False,477,8,365,356,18,1,4.62,4.43,4.36,4.86,4.79,4.43,4.29,False,10,0.14
116,98969.0,within an hour,1.0,0.81,True,1.0,True,False,Recreio dos Bandeirantes,-23.03154,-43.47437,Private room,2,2.0,2.0,3.0,"[""Cable TV"", ""Dryer"", ""Iron"", ""Washer"", ""AC - split type ductless system"", ""Beachfront"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Long term stays allowed"", ""Kitchen"", ""Patio or balcony"", ""Shared pool"", ""TV with standard cable"", ""Free parking on premises""]",True,False,False,True,False,False,False,False,95,2,30,157,20,16,4.9,4.85,4.5,4.95,4.95,4.95,4.9,False,1,0.15
118,277124.0,within a few hours,1.0,0.5,False,1.0,True,True,SÃ£o Conrado,-22.99804,-43.25947,Private room,2,2.0,1.0,1.0,"[""Cable TV"", ""Air conditioning"", ""Fire extinguisher"", ""Breakfast"", ""Essentials"", ""Washer"", ""Pool"", ""Shampoo"", ""Wifi"", ""Kitchen"", ""Elevator"", ""TV with standard cable"", ""Gym"", ""Free parking on premises""]",True,False,False,True,False,False,False,False,469,2,7,364,12,0,4.5,4.58,4.33,4.67,4.75,4.5,4.75,False,1,0.09
122,280625.0,within an hour,1.0,0.76,False,10.0,True,True,Botafogo,-22.94265,-43.18768,Private room,2,2.0,1.0,1.0,"[""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Kitchen"", ""Host greets you"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Oven"", ""Wifi"", ""TV"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Fenced garden or backyard"", ""Outdoor furniture"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Private patio or balcony"", ""Dishes and silverware"", ""Long term stays allowed"", ""Stove""]",True,False,False,False,True,False,False,False,207,5,358,362,21,0,4.6,4.76,4.48,4.57,4.76,4.52,4.57,False,10,0.16
124,103053.0,unknown,0.0,0.0,False,1.0,True,False,Santo Cristo,-22.90559,-43.20979,Private room,2,2.0,1.0,2.0,"[""First aid kit"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Elevator"", ""TV""]",True,False,False,False,False,False,False,False,361,1,730,0,0,0,4.72,4.8,4.72,4.88,4.87,4.87,4.68,False,1,0.0
127,107469.0,within a few hours,1.0,1.0,False,5.0,True,True,Santa Teresa,-22.91889,-43.18038,Private room,1,1.0,1.0,1.0,"[""Free street parking"", ""Iron"", ""Essentials"", ""Washer"", ""Microwave"", ""Pool"", ""Kitchen"", ""Bed linens"", ""Private entrance"", ""Cooking basics"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Security cameras on property"", ""Wifi"", ""Wine glasses"", ""Waterfront"", ""Body soap"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Drying rack for clothing"", ""Patio or balcony"", ""Portable fans"", ""First aid kit"", ""Hot water"", ""Outdoor shower"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove""]",True,True,False,False,False,False,False,True,54,60,180,264,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,5,0.02
138,285554.0,within a few hours,1.0,0.0,False,1.0,True,True,SÃ£o Conrado,-22.9958134,-43.2689629,Private room,2,1.0,1.0,1.0,"[""Private indoor pool - available all year, open specific hours, sun loungers"", ""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Microwave"", ""Dining table"", ""Toaster"", ""Kitchen"", ""Host greets you"", ""Paid washer \u2013 In building"", ""Dishwasher"", ""Bed linens"", ""Lock on bedroom door"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Clothing storage: wardrobe"", ""Oven"", ""Wifi"", ""BBQ grill"", ""Wine glasses"", ""Gelopar Brastemp refrigerator"", ""Paid parking off premises"", ""Shared fenced garden or backyard"", ""Consul stainless steel stove"", ""Hangers"", ""Extra pillows and blankets"", ""Beachfront"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Breakfast"", ""Barbecue utensils"", ""Coffee maker"", ""Cleaning products"", ""AC - split type ductless system"", ""Shared patio or balcony"", ""Outdoor dining area"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,False,True,False,True,False,False,False,175,1,30,56,17,0,4.81,5.0,4.81,4.94,4.88,4.88,4.94,False,1,0.22
139,286677.0,within an hour,1.0,0.62,False,7.0,True,True,Copacabana,-22.96633,-43.17754,Private room,4,0.0,1.0,2.0,"[""Iron"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Host greets you"", ""Elevator"", ""Children\u2019s dinnerware"", ""Bed linens"", ""Private entrance"", ""Lock on bedroom door"", ""Hair dryer"", ""Shampoo"", ""Security cameras on property"", ""Oven"", ""Wifi"", ""TV with standard cable"", ""Cable TV"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Beachfront"", ""Air conditioning"", ""Fire extinguisher"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,True,False,True,False,False,False,True,300,2,90,295,37,4,4.63,4.82,4.71,4.94,4.91,4.94,4.52,False,7,0.29
144,286788.0,within an hour,1.0,0.62,False,7.0,True,True,Copacabana,-22.96633,-43.17754,Private room,3,1.0,1.0,2.0,"[""Iron"", ""Essentials"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Host greets you"", ""Elevator"", ""Children\u2019s dinnerware"", ""Bed linens"", ""Private entrance"", ""Lock on bedroom door"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Wifi"", ""Mini fridge"", ""TV with standard cable"", ""Body soap"", ""Cable TV"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Beachfront"", ""Trash compactor"", ""Air conditioning"", ""Fire extinguisher"", ""Portable fans"", ""Coffee maker"", ""Bidet"", ""Cleaning products"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,True,True,True,False,False,False,False,280,2,90,313,22,3,4.82,4.91,4.76,4.95,5.0,4.95,4.55,False,7,0.17
146,286792.0,within an hour,1.0,0.62,False,7.0,True,True,Copacabana,-22.96745,-43.17654,Private room,3,2.0,1.0,2.0,"[""Iron"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Dining table"", ""Toaster"", ""Elevator"", ""Children\u2019s dinnerware"", ""Bed linens"", ""Lock on bedroom door"", ""Hair dryer"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Wifi"", ""Wine glasses"", ""TV"", ""Body soap"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Beachfront"", ""Trash compactor"", ""Outlet covers"", ""Air conditioning"", ""Fire extinguisher"", ""Coffee maker"", ""Bidet"", ""Cleaning products"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware""]",True,False,True,False,False,False,False,False,250,2,90,353,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,7,0.02
147,127018.0,within a few hours,1.0,0.93,False,2.0,True,True,GÃ¡vea,-22.98114,-43.23899,Private room,2,1.0,1.0,1.0,"[""Free street parking"", ""Iron"", ""Essentials"", ""Washer"", ""Room-darkening shades"", ""Microwave"", ""Dining table"", ""Toaster"", ""Kitchen"", ""Conditioner"", ""Clothing storage"", ""Bed linens"", ""Lock on bedroom door"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Shampoo"", ""Oven"", ""Wifi"", ""Wine glasses"", ""Pour-over coffee"", ""TV"", ""Body soap"", ""Lockbox"", ""Hangers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Ceiling fan"", ""Drying rack for clothing"", ""Air conditioning"", ""Bathtub"", ""First aid kit"", ""Coffee maker"", ""Cleaning products"", ""Shared patio or balcony"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Rice maker"", ""Stove"", ""Nespresso machine""]",True,False,True,False,False,False,False,False,110,2,365,335,7,2,5.0,5.0,5.0,5.0,5.0,4.71,5.0,False,2,0.05
148,43504681.0,within a day,0.67,1.0,False,1.0,True,False,Cordovil,-22.78939,-43.28463,Private room,2,1.0,1.0,1.0,"[""Dryer"", ""Iron"", ""Essentials"", ""Microwave"", ""Smoke alarm"", ""Bed linens"", ""Private entrance"", ""Lock on bedroom door"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""TV with standard cable"", ""Free parking on premises"", ""Cable TV"", ""Hangers"", ""Refrigerator"", ""Gym"", ""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Breakfast"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed""]",True,True,False,True,False,False,True,False,280,1,1125,356,4,1,4.0,4.0,4.0,2.75,3.75,4.0,3.5,True,1,0.17
149,128727.0,within an hour,1.0,0.67,False,2.0,True,True,PraÃ§a Seca,-22.895765,-43.353809,Private room,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Free street parking"", ""Iron"", ""Essentials"", ""Dining table"", ""Room-darkening shades"", ""75\"" HDTV with premium cable, HBO Max, Netflix, Amazon Prime Video, Apple TV"", ""Kitchen"", ""Dove conditioner"", ""Free residential garage on premises"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Dove body soap"", ""Lock on bedroom door"", ""Hair dryer"", ""Cooking basics"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Oven"", ""Wine glasses"", ""Freezer"", ""Paid parking off premises"", ""Lockbox"", ""Hangers"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Refrigerator"", ""Board games"", ""Shower gel"", ""Bluetooth sound system"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Trash compactor"", ""Central air conditioning"", ""Hot water kettle"", ""Fast wifi \u2013 157 Mbps"", ""Baking sheet"", ""Coffee maker"", ""Cleaning products"", ""Outdoor dining area"", ""Shared patio or balcony"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Nespresso machine""]",False,False,True,False,True,False,False,False,200,1,30,94,4,0,4.75,4.5,5.0,5.0,4.25,4.0,4.5,True,2,0.03
151,288732.0,within a few hours,1.0,1.0,False,2.0,True,True,Leme,-22.96295,-43.1676,Private room,2,1.0,1.0,2.0,"[""Cable TV"", ""Dryer"", ""Lock on bedroom door"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Carbon monoxide alarm"", ""Elevator"", ""TV with standard cable""]",True,False,False,True,False,False,True,False,102,2,15,157,50,1,4.5,4.36,4.78,4.89,4.87,4.91,4.51,False,2,0.39
